movieId,averageRating
1,3.893707794587238
2,3.2515271586594023
3,3.142028126058963
4,2.85354736424891
5,3.0584343520573674
6,3.854908898649748
7,3.3636663369601054
8,3.1145833333333335
9,2.992050660199407
10,3.42145763311516
11,3.6571705198920315
12,2.6245656241646618
13,3.333527696793003
14,3.4234888364494465
15,2.7190217391304348
16,3.8237068028689416
17,3.948806325713417
18,3.3843505768515074
19,2.6421677802524126
20,2.869921875
21,3.5701620505454055
22,3.3200173216412256
23,3.145691333982473
24,3.18758389261745
25,3.677304434479322
26,3.606708513142409
27,3.4039315155358274
28,4.03
29,3.936724864539434
30,3.6367924528301887
31,3.244838567977158
32,3.9057678412037236
33,0.5
34,3.6031917599186163
35,3.4792899408284024
36,3.91868681658758
37,0.5
38,0.5
39,3.4187380861608845
40,0.5
41,3.843413033286451
42,3.0495652173913044
43,3.4499566724436743
44,2.6546241414996707
45,3.382907947260191
46,3.2634129456559364
47,4.0791663372598626
48,2.9777505385929723
49,0.5
50,4.284353213163313
51,0.5
52,3.532892426548051
53,0.5
54,0.5
55,0.5
56,0.5
57,3.320438282647585
58,3.9679004101879234
59,0.5
60,3.0958892617449663
61,3.3160919540229883
62,3.715354676022366
63,3.083904109589041
64,2.81395966029724
65,2.37025520051469
66,2.1376975169300225
67,0.5
68,3.4301601423487544
69,3.5583216456287987
70,3.326568919110356
71,2.34567387687188
72,3.4868532654792195
73,3.796035568729159
74,3.2880989180834623
75,0.5
76,3.010046367851623
77,0.5
78,3.152790079716563
79,3.1199367713890536
80,0.5
81,3.2527435982707016
82,3.9923513986013988
83,0.5
84,0.5
85,3.526833265055305
86,3.4766641162968632
87,0.5
88,3.107188160676533
89,3.1294022617124395
90,0.5
92,2.8500473036896876
93,2.4919938016528924
94,3.5279255319148937
95,3.077245421955237
96,0.5
97,3.9862332695984706
98,0.5
99,0.5
100,3.2212201591511938
101,3.7673501577287065
102,2.4106463878326996
103,3.2552581261950286
104,3.3943981240229286
105,3.3332222962469467
106,0.5
107,3.2168744804655027
108,0.5
109,0.5
110,4.002272573668559
111,4.083479216009336
112,3.40623288921336
113,0.5
114,0.5
115,0.5
116,0.5
117,3.574430823117338
118,2.9854368932038833
119,0.5
120,0.5
121,0.5
122,2.8593924191750277
123,3.9913693901035674
124,0.5
125,3.744196843082637
126,2.318660647103085
127,0.5
128,0.5
129,0.5
130,0.5
131,0.5
132,2.777922077922078
133,0.5
134,0.5
135,3.0018543492919756
136,0.5
137,0.5
138,0.5
139,0.5
140,3.287283110037338
141,3.5101652454593633
142,0.5
143,0.5
144,3.4649743714913352
145,3.275515786183182
146,0.5
147,3.5833728090952155
148,0.5
149,3.68669314796425
150,3.87355561527172
151,3.53139284174213
152,0.5
153,2.8716600752387382
154,3.786777431637245
155,3.408390410958904
156,3.5088757396449703
157,2.7942023026315788
158,2.921479069028517
159,3.4178361249434133
160,2.6022161264708004
161,3.739861235452104
162,4.008077401029647
163,3.4392585818795722
164,3.4522562951882323
165,3.506566659749192
166,0.5
167,0.5
168,3.081881687151826
169,2.269546027742749
170,3.215710400207227
171,3.599845797995374
172,2.7515630141493914
173,2.555359804851606
174,2.449275362318841
175,3.507799325463744
176,3.8490694507489787
177,2.8892508143322475
178,0.5
179,2.7305630026809653
180,3.5757829309108295
181,1.9535250098463963
182,0.5
183,0.5
184,0.5
185,3.102854287948562
186,2.8772434974565697
187,0.5
188,3.3334728033472802
189,0.5
190,0.5
191,2.684565916398714
192,0.5
193,2.2478297395687483
194,3.8442938267081885
195,3.077944179714091
196,2.8360270915108137
197,0.5
198,3.417996761508212
199,3.77007299270073
200,0.5
201,0.5
202,0.5
203,3.1462450592885376
204,2.926604922608475
205,3.5
206,0.5
207,3.3732562774013553
208,2.8652335902399826
209,0.5
210,0.5
211,0.5
212,0.5
213,4.01654306902453
214,0.5
215,3.914843512610149
216,3.2408267020335986
217,0.5
218,3.285843685300207
219,0.5
220,0.5
222,3.5284704131001114
223,3.847214137214137
224,3.4449993597131514
225,3.2840320910973086
226,0.5
227,3.0618285987109095
228,0.5
229,3.5625
230,3.588200326943082
231,2.964968752944132
232,4.027935943060498
233,3.533083645443196
234,2.6703929539295395
235,3.664388396868181
236,3.3150479880250066
237,3.2214038128249567
238,0.5
239,3.08521377672209
240,0.5
241,0.5
242,3.3855
243,0.5
244,0.5
245,0.5
246,4.028236985316767
247,3.8224384098544233
248,3.0080251221214236
249,3.675253192426244
250,0.5
251,0.5
252,3.215840517241379
253,3.508920477209269
254,0.5
255,0.5
256,2.7017581020970134
257,3.4075381140598533
258,2.6281328320802007
259,3.060162601626016
260,4.120188599618726
261,3.627589063794532
262,3.7653443113772456
263,0.5
264,0.5
265,3.921667748817364
266,3.5003490069166827
267,2.886744743146127
268,0.5
269,0.5
270,3.170042194092827
271,3.3343585237258346
272,3.7400504484304933
273,3.132062978222484
274,2.8387665198237886
275,2.7166089965397924
276,2.978864734299517
277,3.4048868672731514
278,3.021194605009634
279,0.5
280,3.7172008547008546
281,3.661371237458194
282,3.409440492213036
283,0.5
284,0.5
285,0.5
286,0.5
287,0.5
288,3.2577711853476075
289,3.3515018562267973
290,3.9737263270205387
292,3.4105008077544428
293,4.0885985748218525
294,0.5
295,0.5
296,4.188912039361382
297,0.5
298,0.5
299,3.71598995395563
300,3.66378901931884
301,0.5
302,3.7267721954576736
303,3.0432486221677895
304,0.5
305,2.7103059581320452
306,4.072966846132049
307,3.981408706166868
308,3.9024582104228123
309,0.5
310,0.5
311,0.5
312,2.62125
313,3.0378315132605302
314,3.849933774834437
315,2.8919378338999513
316,3.3710611452604335
317,3.128074747346342
318,4.413576004516335
319,3.775382785788613
320,0.5
321,0.5
322,3.668214285714286
324,0.5
325,0.5
326,4.0796597061098225
327,2.816469884920042
328,3.146257031588057
329,3.322669104204753
330,2.7893992932862193
331,0.5
332,2.773307163886163
333,3.356478068558791
334,3.816722408026756
335,0.5
336,0.5
337,3.7512185215272136
338,2.9854872149274363
339,3.4993894441680613
340,3.3774436090225564
341,0.5
342,3.507638565440149
343,0.5
344,2.9898406002189413
345,3.642062742629315
346,3.409970958373669
347,3.44702842377261
348,3.6953642384105962
349,3.6551898004754015
350,3.466657593903103
351,3.3049367850692355
352,3.280944625407166
353,3.517972748011591
354,3.135689354275742
355,2.4127870563674323
356,4.048011436845787
357,3.6408326781234788
358,3.2518072289156628
359,0.5
360,2.72088772845953
361,3.326783114992722
362,3.377949377949378
363,0.5
364,3.817136507193824
365,3.1569086651053864
366,2.9780075187969923
367,3.183039195863782
368,3.412776934749621
369,3.2886138613861386
370,2.9788651669293595
371,3.2587484035759897
372,3.2500337154416723
373,3.76906584992343
374,2.4218655360387644
375,0.5
376,3.2755446308077887
377,3.481247881458525
378,3.1331764705882352
379,2.7242633345766505
380,3.4922731744774795
381,3.390638963360143
382,3.0406736261571794
383,3.199915200339199
384,0.5
385,0.5
386,0.5
387,0.5
388,0.5
389,0.5
390,0.5
391,0.5
392,0.5
